test_position,source_row_index,true_crop,agreement_count,consensus_crop,models_agreeing_with_random_forest,rf_top_probability,rf_top_1_minus_top_2_margin,logistic_regression_prediction,decision_tree_prediction,knn_prediction,svm_prediction,gaussian_nb_prediction,random_forest_prediction
240,358,kidneybeans,6,kidneybeans,6,1.000000000000,1.000000000000,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans
241,1938,cotton,6,cotton,6,1.000000000000,1.000000000000,cotton,cotton,cotton,cotton,cotton,cotton
242,625,mungbean,6,mungbean,6,1.000000000000,1.000000000000,mungbean,mungbean,mungbean,mungbean,mungbean,mungbean
243,609,mungbean,6,mungbean,6,1.000000000000,1.000000000000,mungbean,mungbean,mungbean,mungbean,mungbean,mungbean
244,1807,coconut,6,coconut,6,0.990000000000,0.980000000000,coconut,coconut,coconut,coconut,coconut,coconut
245,1520,apple,6,apple,6,0.950000000000,0.900000000000,apple,apple,apple,apple,apple,apple
246,829,lentil,6,lentil,6,0.850000000000,0.720000000000,lentil,lentil,lentil,lentil,lentil,lentil
247,1711,papaya,6,papaya,6,0.960000000000,0.940000000000,papaya,papaya,papaya,papaya,papaya,papaya
248,914,pomegranate,6,pomegranate,6,1.000000000000,1.000000000000,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate
249,268,chickpea,6,chickpea,6,1.000000000000,1.000000000000,chickpea,chickpea,chickpea,chickpea,chickpea,chickpea
250,332,kidneybeans,6,kidneybeans,6,0.900000000000,0.810000000000,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans
251,383,kidneybeans,6,kidneybeans,6,0.990000000000,0.980000000000,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans
252,406,pigeonpeas,6,pigeonpeas,6,0.980000000000,0.960000000000,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas
253,2094,jute,5,jute,5,0.790000000000,0.590000000000,jute,rice,jute,jute,jute,jute
254,1471,muskmelon,6,muskmelon,6,1.000000000000,1.000000000000,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon
255,943,pomegranate,6,pomegranate,6,0.960000000000,0.940000000000,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate
256,767,blackgram,6,blackgram,6,1.000000000000,1.000000000000,blackgram,blackgram,blackgram,blackgram,blackgram,blackgram
257,247,chickpea,6,chickpea,6,1.000000000000,1.000000000000,chickpea,chickpea,chickpea,chickpea,chickpea,chickpea
258,1462,muskmelon,6,muskmelon,6,1.000000000000,1.000000000000,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon
259,1166,mango,6,mango,6,0.990000000000,0.980000000000,mango,mango,mango,mango,mango,mango
260,290,chickpea,6,chickpea,6,0.770000000000,0.710000000000,chickpea,chickpea,chickpea,chickpea,chickpea,chickpea
261,1311,watermelon,6,watermelon,6,0.990000000000,0.980000000000,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon
262,253,chickpea,6,chickpea,6,1.000000000000,1.000000000000,chickpea,chickpea,chickpea,chickpea,chickpea,chickpea
263,925,pomegranate,6,pomegranate,6,0.980000000000,0.960000000000,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate
264,1198,mango,6,mango,6,1.000000000000,1.000000000000,mango,mango,mango,mango,mango,mango
265,586,mothbeans,6,mothbeans,6,0.980000000000,0.970000000000,mothbeans,mothbeans,mothbeans,mothbeans,mothbeans,mothbeans
266,1990,cotton,6,cotton,6,1.000000000000,1.000000000000,cotton,cotton,cotton,cotton,cotton,cotton
267,2066,jute,6,jute,6,0.890000000000,0.790000000000,jute,jute,jute,jute,jute,jute
268,1563,apple,6,apple,6,0.980000000000,0.960000000000,apple,apple,apple,apple,apple,apple
269,325,kidneybeans,6,kidneybeans,6,0.990000000000,0.980000000000,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans
270,1867,coconut,6,coconut,6,0.980000000000,0.970000000000,coconut,coconut,coconut,coconut,coconut,coconut
271,1723,papaya,6,papaya,6,0.980000000000,0.970000000000,papaya,papaya,papaya,papaya,papaya,papaya
272,2128,coffee,6,coffee,6,1.000000000000,1.000000000000,coffee,coffee,coffee,coffee,coffee,coffee
273,395,kidneybeans,6,kidneybeans,6,1.000000000000,1.000000000000,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans
274,1812,coconut,6,coconut,6,1.000000000000,1.000000000000,coconut,coconut,coconut,coconut,coconut,coconut
275,1891,coconut,6,coconut,6,1.000000000000,1.000000000000,coconut,coconut,coconut,coconut,coconut,coconut
276,769,blackgram,5,blackgram,5,0.840000000000,0.740000000000,blackgram,mothbeans,blackgram,blackgram,blackgram,blackgram
277,834,lentil,6,lentil,6,0.930000000000,0.880000000000,lentil,lentil,lentil,lentil,lentil,lentil
278,352,kidneybeans,6,kidneybeans,6,1.000000000000,1.000000000000,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans
279,658,mungbean,6,mungbean,6,0.970000000000,0.950000000000,mungbean,mungbean,mungbean,mungbean,mungbean,mungbean
280,2120,coffee,6,coffee,6,0.990000000000,0.980000000000,coffee,coffee,coffee,coffee,coffee,coffee
281,1995,cotton,6,cotton,6,0.990000000000,0.980000000000,cotton,cotton,cotton,cotton,cotton,cotton
282,1284,grapes,6,grapes,6,0.980000000000,0.960000000000,grapes,grapes,grapes,grapes,grapes,grapes
283,2125,coffee,6,coffee,6,1.000000000000,1.000000000000,coffee,coffee,coffee,coffee,coffee,coffee
284,754,blackgram,5,blackgram,5,0.610000000000,0.330000000000,blackgram,lentil,blackgram,blackgram,blackgram,blackgram
285,526,mothbeans,5,mothbeans,5,0.720000000000,0.530000000000,mothbeans,lentil,mothbeans,mothbeans,mothbeans,mothbeans
286,804,lentil,6,lentil,6,0.970000000000,0.950000000000,lentil,lentil,lentil,lentil,lentil,lentil
287,1347,watermelon,6,watermelon,6,1.000000000000,1.000000000000,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon
288,959,pomegranate,6,pomegranate,6,0.960000000000,0.930000000000,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate
289,1523,apple,6,apple,6,0.990000000000,0.980000000000,apple,apple,apple,apple,apple,apple
290,1641,orange,6,orange,6,0.970000000000,0.940000000000,orange,orange,orange,orange,orange,orange
291,1133,mango,6,mango,6,0.990000000000,0.980000000000,mango,mango,mango,mango,mango,mango
292,2060,jute,6,jute,6,1.000000000000,1.000000000000,jute,jute,jute,jute,jute,jute
293,1006,banana,6,banana,6,1.000000000000,1.000000000000,banana,banana,banana,banana,banana,banana
294,831,lentil,6,lentil,6,0.940000000000,0.920000000000,lentil,lentil,lentil,lentil,lentil,lentil
295,685,mungbean,6,mungbean,6,0.990000000000,0.980000000000,mungbean,mungbean,mungbean,mungbean,mungbean,mungbean
296,796,blackgram,6,blackgram,6,1.000000000000,1.000000000000,blackgram,blackgram,blackgram,blackgram,blackgram,blackgram
297,556,mothbeans,6,mothbeans,6,0.820000000000,0.730000000000,mothbeans,mothbeans,mothbeans,mothbeans,mothbeans,mothbeans
298,1322,watermelon,6,watermelon,6,1.000000000000,1.000000000000,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon
299,414,pigeonpeas,6,pigeonpeas,6,0.940000000000,0.910000000000,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas
300,882,lentil,6,lentil,6,0.990000000000,0.980000000000,lentil,lentil,lentil,lentil,lentil,lentil
301,1043,banana,6,banana,6,1.000000000000,1.000000000000,banana,banana,banana,banana,banana,banana
302,1560,apple,6,apple,6,0.990000000000,0.980000000000,apple,apple,apple,apple,apple,apple
303,1007,banana,6,banana,6,1.000000000000,1.000000000000,banana,banana,banana,banana,banana,banana
304,1336,watermelon,6,watermelon,6,0.960000000000,0.940000000000,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon
305,774,blackgram,6,blackgram,6,0.930000000000,0.880000000000,blackgram,blackgram,blackgram,blackgram,blackgram,blackgram
306,374,kidneybeans,6,kidneybeans,6,0.980000000000,0.970000000000,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans
307,49,rice,6,rice,6,0.910000000000,0.850000000000,rice,rice,rice,rice,rice,rice
308,1760,papaya,6,papaya,6,0.980000000000,0.970000000000,papaya,papaya,papaya,papaya,papaya,papaya
309,1022,banana,6,banana,6,0.930000000000,0.900000000000,banana,banana,banana,banana,banana,banana
310,321,kidneybeans,6,kidneybeans,6,0.980000000000,0.960000000000,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans
311,1071,banana,6,banana,6,1.000000000000,1.000000000000,banana,banana,banana,banana,banana,banana
312,1453,muskmelon,6,muskmelon,6,1.000000000000,1.000000000000,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon
313,1424,muskmelon,6,muskmelon,6,1.000000000000,1.000000000000,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon
314,1652,orange,6,orange,6,0.910000000000,0.820000000000,orange,orange,orange,orange,orange,orange
315,167,maize,6,maize,6,0.890000000000,0.840000000000,maize,maize,maize,maize,maize,maize
316,1034,banana,6,banana,6,1.000000000000,1.000000000000,banana,banana,banana,banana,banana,banana
317,408,pigeonpeas,5,pigeonpeas,5,0.700000000000,0.590000000000,pigeonpeas,pigeonpeas,mothbeans,pigeonpeas,pigeonpeas,pigeonpeas
318,2074,jute,6,jute,6,1.000000000000,1.000000000000,jute,jute,jute,jute,jute,jute
319,1537,apple,6,apple,6,0.980000000000,0.960000000000,apple,apple,apple,apple,apple,apple
320,877,lentil,6,lentil,6,0.950000000000,0.930000000000,lentil,lentil,lentil,lentil,lentil,lentil
321,1410,muskmelon,6,muskmelon,6,1.000000000000,1.000000000000,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon
322,1816,coconut,6,coconut,6,0.970000000000,0.950000000000,coconut,coconut,coconut,coconut,coconut,coconut
323,1734,papaya,6,papaya,6,0.890000000000,0.850000000000,papaya,papaya,papaya,papaya,papaya,papaya
324,2024,jute,6,jute,6,0.910000000000,0.830000000000,jute,jute,jute,jute,jute,jute
325,1970,cotton,6,cotton,6,1.000000000000,1.000000000000,cotton,cotton,cotton,cotton,cotton,cotton
326,1629,orange,6,orange,6,0.970000000000,0.950000000000,orange,orange,orange,orange,orange,orange
327,1676,orange,6,orange,6,0.980000000000,0.960000000000,orange,orange,orange,orange,orange,orange
328,743,blackgram,6,blackgram,6,0.990000000000,0.980000000000,blackgram,blackgram,blackgram,blackgram,blackgram,blackgram
329,466,pigeonpeas,6,pigeonpeas,6,0.870000000000,0.830000000000,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas
330,1106,mango,6,mango,6,1.000000000000,1.000000000000,mango,mango,mango,mango,mango,mango
331,1470,muskmelon,6,muskmelon,6,1.000000000000,1.000000000000,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon
332,2055,jute,6,jute,6,0.940000000000,0.890000000000,jute,jute,jute,jute,jute,jute
333,1487,muskmelon,6,muskmelon,6,1.000000000000,1.000000000000,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon
334,1778,papaya,6,papaya,6,1.000000000000,1.000000000000,papaya,papaya,papaya,papaya,papaya,papaya
335,1186,mango,6,mango,6,1.000000000000,1.000000000000,mango,mango,mango,mango,mango,mango
336,220,chickpea,6,chickpea,6,1.000000000000,1.000000000000,chickpea,chickpea,chickpea,chickpea,chickpea,chickpea
337,407,pigeonpeas,6,pigeonpeas,6,0.940000000000,0.910000000000,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas
338,917,pomegranate,6,pomegranate,6,1.000000000000,1.000000000000,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate
339,1343,watermelon,6,watermelon,6,0.720000000000,0.520000000000,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon
340,4,rice,6,rice,6,0.980000000000,0.960000000000,rice,rice,rice,rice,rice,rice
341,622,mungbean,6,mungbean,6,1.000000000000,1.000000000000,mungbean,mungbean,mungbean,mungbean,mungbean,mungbean
342,1379,watermelon,6,watermelon,6,1.000000000000,1.000000000000,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon
343,1529,apple,6,apple,6,0.960000000000,0.920000000000,apple,apple,apple,apple,apple,apple
344,79,rice,5,rice,5,0.930000000000,0.860000000000,jute,rice,rice,rice,rice,rice
345,1061,banana,6,banana,6,0.990000000000,0.980000000000,banana,banana,banana,banana,banana,banana
346,2031,jute,6,jute,6,0.820000000000,0.660000000000,jute,jute,jute,jute,jute,jute
347,320,kidneybeans,6,kidneybeans,6,1.000000000000,1.000000000000,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans
348,431,pigeonpeas,6,pigeonpeas,6,0.990000000000,0.980000000000,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas
349,686,mungbean,6,mungbean,6,1.000000000000,1.000000000000,mungbean,mungbean,mungbean,mungbean,mungbean,mungbean
350,516,mothbeans,6,mothbeans,6,0.920000000000,0.880000000000,mothbeans,mothbeans,mothbeans,mothbeans,mothbeans,mothbeans
351,355,kidneybeans,6,kidneybeans,6,0.990000000000,0.980000000000,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans
352,530,mothbeans,6,mothbeans,6,0.720000000000,0.620000000000,mothbeans,mothbeans,mothbeans,mothbeans,mothbeans,mothbeans
353,33,rice,6,rice,6,0.970000000000,0.940000000000,rice,rice,rice,rice,rice,rice
354,755,blackgram,6,blackgram,6,0.810000000000,0.670000000000,blackgram,blackgram,blackgram,blackgram,blackgram,blackgram
355,2135,coffee,6,coffee,6,0.890000000000,0.840000000000,coffee,coffee,coffee,coffee,coffee,coffee
356,2107,coffee,6,coffee,6,1.000000000000,1.000000000000,coffee,coffee,coffee,coffee,coffee,coffee
357,1226,grapes,6,grapes,6,0.990000000000,0.980000000000,grapes,grapes,grapes,grapes,grapes,grapes
358,993,pomegranate,6,pomegranate,6,0.930000000000,0.890000000000,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate
359,968,pomegranate,6,pomegranate,6,0.980000000000,0.960000000000,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate
360,460,pigeonpeas,6,pigeonpeas,6,0.980000000000,0.960000000000,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas
361,939,pomegranate,6,pomegranate,6,0.950000000000,0.910000000000,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate
362,1153,mango,6,mango,6,1.000000000000,1.000000000000,mango,mango,mango,mango,mango,mango
363,1862,coconut,6,coconut,6,0.980000000000,0.970000000000,coconut,coconut,coconut,coconut,coconut,coconut
364,482,pigeonpeas,4,pigeonpeas,4,0.990000000000,0.980000000000,pigeonpeas,pigeonpeas,kidneybeans,kidneybeans,pigeonpeas,pigeonpeas
365,536,mothbeans,6,mothbeans,6,0.860000000000,0.750000000000,mothbeans,mothbeans,mothbeans,mothbeans,mothbeans,mothbeans
366,1930,cotton,6,cotton,6,1.000000000000,1.000000000000,cotton,cotton,cotton,cotton,cotton,cotton
367,1969,cotton,6,cotton,6,0.970000000000,0.950000000000,cotton,cotton,cotton,cotton,cotton,cotton
368,1080,banana,6,banana,6,1.000000000000,1.000000000000,banana,banana,banana,banana,banana,banana
369,73,rice,4,rice,4,0.850000000000,0.700000000000,jute,rice,rice,jute,rice,rice
370,1320,watermelon,6,watermelon,6,1.000000000000,1.000000000000,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon
371,1440,muskmelon,6,muskmelon,6,0.990000000000,0.980000000000,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon
372,351,kidneybeans,6,kidneybeans,6,0.990000000000,0.980000000000,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans
373,392,kidneybeans,6,kidneybeans,6,0.990000000000,0.980000000000,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans
374,2133,coffee,6,coffee,6,0.920000000000,0.880000000000,coffee,coffee,coffee,coffee,coffee,coffee
375,492,pigeonpeas,6,pigeonpeas,6,0.990000000000,0.980000000000,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas
376,608,mungbean,6,mungbean,6,0.990000000000,0.980000000000,mungbean,mungbean,mungbean,mungbean,mungbean,mungbean
377,229,chickpea,6,chickpea,6,1.000000000000,1.000000000000,chickpea,chickpea,chickpea,chickpea,chickpea,chickpea
378,83,rice,6,jute,6,0.690000000000,0.380000000000,jute,jute,jute,jute,jute,jute
379,1285,grapes,6,grapes,6,0.990000000000,0.980000000000,grapes,grapes,grapes,grapes,grapes,grapes
380,1451,muskmelon,6,muskmelon,6,1.000000000000,1.000000000000,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon
381,1916,cotton,6,cotton,6,1.000000000000,1.000000000000,cotton,cotton,cotton,cotton,cotton,cotton
382,1182,mango,6,mango,6,1.000000000000,1.000000000000,mango,mango,mango,mango,mango,mango
383,363,kidneybeans,6,kidneybeans,6,0.870000000000,0.810000000000,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans
384,295,chickpea,6,chickpea,6,1.000000000000,1.000000000000,chickpea,chickpea,chickpea,chickpea,chickpea,chickpea
385,135,maize,4,maize,4,0.800000000000,0.680000000000,cotton,maize,maize,cotton,maize,maize
386,136,maize,6,maize,6,1.000000000000,1.000000000000,maize,maize,maize,maize,maize,maize
387,1724,papaya,6,papaya,6,0.970000000000,0.960000000000,papaya,papaya,papaya,papaya,papaya,papaya
388,524,mothbeans,6,mothbeans,6,0.960000000000,0.940000000000,mothbeans,mothbeans,mothbeans,mothbeans,mothbeans,mothbeans
389,369,kidneybeans,6,kidneybeans,6,1.000000000000,1.000000000000,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans
390,443,pigeonpeas,6,pigeonpeas,6,0.970000000000,0.950000000000,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas
391,977,pomegranate,6,pomegranate,6,0.930000000000,0.860000000000,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate
392,2174,coffee,6,coffee,6,1.000000000000,1.000000000000,coffee,coffee,coffee,coffee,coffee,coffee
393,790,blackgram,6,blackgram,6,0.960000000000,0.940000000000,blackgram,blackgram,blackgram,blackgram,blackgram,blackgram
394,899,lentil,6,lentil,6,0.970000000000,0.940000000000,lentil,lentil,lentil,lentil,lentil,lentil
395,1476,muskmelon,6,muskmelon,6,0.990000000000,0.980000000000,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon,muskmelon
396,570,mothbeans,5,mothbeans,5,0.580000000000,0.410000000000,lentil,mothbeans,mothbeans,mothbeans,mothbeans,mothbeans
397,1752,papaya,6,papaya,6,0.990000000000,0.980000000000,papaya,papaya,papaya,papaya,papaya,papaya
398,92,rice,6,rice,6,0.920000000000,0.850000000000,rice,rice,rice,rice,rice,rice
399,471,pigeonpeas,6,pigeonpeas,6,0.920000000000,0.890000000000,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas
400,1210,grapes,6,grapes,6,0.980000000000,0.970000000000,grapes,grapes,grapes,grapes,grapes,grapes
401,700,blackgram,6,blackgram,6,0.990000000000,0.980000000000,blackgram,blackgram,blackgram,blackgram,blackgram,blackgram
402,1173,mango,6,mango,6,0.660000000000,0.470000000000,mango,mango,mango,mango,mango,mango
403,2180,coffee,6,coffee,6,1.000000000000,1.000000000000,coffee,coffee,coffee,coffee,coffee,coffee
404,1690,orange,6,orange,6,0.900000000000,0.840000000000,orange,orange,orange,orange,orange,orange
405,1857,coconut,6,coconut,6,0.990000000000,0.980000000000,coconut,coconut,coconut,coconut,coconut,coconut
406,51,rice,6,rice,6,0.950000000000,0.900000000000,rice,rice,rice,rice,rice,rice
407,354,kidneybeans,6,kidneybeans,6,1.000000000000,1.000000000000,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans,kidneybeans
408,1779,papaya,6,papaya,6,0.720000000000,0.500000000000,papaya,papaya,papaya,papaya,papaya,papaya
409,2134,coffee,6,coffee,6,0.970000000000,0.950000000000,coffee,coffee,coffee,coffee,coffee,coffee
410,1304,watermelon,6,watermelon,6,1.000000000000,1.000000000000,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon
411,584,mothbeans,6,mothbeans,6,0.990000000000,0.980000000000,mothbeans,mothbeans,mothbeans,mothbeans,mothbeans,mothbeans
412,1571,apple,6,apple,6,0.990000000000,0.980000000000,apple,apple,apple,apple,apple,apple
413,839,lentil,4,lentil,4,0.600000000000,0.270000000000,mothbeans,mothbeans,lentil,lentil,lentil,lentil
414,1759,papaya,5,papaya,5,0.970000000000,0.950000000000,rice,papaya,papaya,papaya,papaya,papaya
415,1839,coconut,6,coconut,6,0.980000000000,0.970000000000,coconut,coconut,coconut,coconut,coconut,coconut
416,1714,papaya,6,papaya,6,1.000000000000,1.000000000000,papaya,papaya,papaya,papaya,papaya,papaya
417,2189,coffee,6,coffee,6,0.990000000000,0.980000000000,coffee,coffee,coffee,coffee,coffee,coffee
418,1852,coconut,6,coconut,6,0.970000000000,0.950000000000,coconut,coconut,coconut,coconut,coconut,coconut
419,2049,jute,6,jute,6,0.680000000000,0.400000000000,jute,jute,jute,jute,jute,jute
420,1893,coconut,6,coconut,6,0.970000000000,0.960000000000,coconut,coconut,coconut,coconut,coconut,coconut
421,2101,coffee,6,coffee,6,1.000000000000,1.000000000000,coffee,coffee,coffee,coffee,coffee,coffee
422,64,rice,6,rice,6,1.000000000000,1.000000000000,rice,rice,rice,rice,rice,rice
423,1665,orange,6,orange,6,0.960000000000,0.920000000000,orange,orange,orange,orange,orange,orange
424,1184,mango,6,mango,6,1.000000000000,1.000000000000,mango,mango,mango,mango,mango,mango
425,1677,orange,6,orange,6,0.990000000000,0.980000000000,orange,orange,orange,orange,orange,orange
426,1846,coconut,6,coconut,6,1.000000000000,1.000000000000,coconut,coconut,coconut,coconut,coconut,coconut
427,1815,coconut,6,coconut,6,1.000000000000,1.000000000000,coconut,coconut,coconut,coconut,coconut,coconut
428,1204,grapes,6,grapes,6,0.970000000000,0.940000000000,grapes,grapes,grapes,grapes,grapes,grapes
429,1953,cotton,6,cotton,6,1.000000000000,1.000000000000,cotton,cotton,cotton,cotton,cotton,cotton
430,1040,banana,6,banana,6,0.970000000000,0.960000000000,banana,banana,banana,banana,banana,banana
431,1248,grapes,6,grapes,6,1.000000000000,1.000000000000,grapes,grapes,grapes,grapes,grapes,grapes
432,1164,mango,6,mango,6,0.680000000000,0.500000000000,mango,mango,mango,mango,mango,mango
433,1107,mango,6,mango,6,0.980000000000,0.970000000000,mango,mango,mango,mango,mango,mango
434,509,mothbeans,5,mothbeans,5,0.860000000000,0.800000000000,mothbeans,mothbeans,lentil,mothbeans,mothbeans,mothbeans
435,140,maize,4,maize,4,0.850000000000,0.760000000000,maize,maize,cotton,cotton,maize,maize
436,1587,apple,6,apple,6,1.000000000000,1.000000000000,apple,apple,apple,apple,apple,apple
437,2015,jute,6,jute,6,0.970000000000,0.950000000000,jute,jute,jute,jute,jute,jute
438,1254,grapes,6,grapes,6,1.000000000000,1.000000000000,grapes,grapes,grapes,grapes,grapes,grapes
439,449,pigeonpeas,6,pigeonpeas,6,0.890000000000,0.830000000000,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas,pigeonpeas
