test_position,source_row_index,true_crop,feature,change_kind,requested_change,original_feature_value,perturbed_feature_value,clipped_to_training_range,original_predicted_crop,perturbed_predicted_crop,original_top_probability,perturbed_top_probability,original_top_3,perturbed_top_3,top_1_changed,original_top_1_minus_top_2_margin,perturbed_top_1_minus_top_2_margin,absolute_top_probability_change,original_top_1_rank_displacement
189,361,kidneybeans,P,absolute,-5.000000000000,67.000000000000,62.000000000000,False,kidneybeans,kidneybeans,1.000000000000,1.000000000000,kidneybeans|apple|banana,kidneybeans|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
0,1609,orange,P,absolute,0.000000000000,23.000000000000,23.000000000000,False,orange,orange,0.970000000000,0.970000000000,orange|pomegranate|apple,orange|pomegranate|apple,False,0.940000000000,0.940000000000,0.000000000000,0
1,1072,banana,P,absolute,0.000000000000,79.000000000000,79.000000000000,False,banana,banana,0.930000000000,0.930000000000,banana|papaya|cotton,banana|papaya|cotton,False,0.890000000000,0.890000000000,0.000000000000,0
2,1912,cotton,P,absolute,0.000000000000,38.000000000000,38.000000000000,False,cotton,cotton,1.000000000000,1.000000000000,cotton|apple|banana,cotton|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
3,100,maize,P,absolute,0.000000000000,54.000000000000,54.000000000000,False,maize,maize,0.990000000000,0.990000000000,maize|mothbeans|apple,maize|mothbeans|apple,False,0.980000000000,0.980000000000,0.000000000000,0
4,1645,orange,P,absolute,0.000000000000,22.000000000000,22.000000000000,False,orange,orange,0.990000000000,0.990000000000,orange|pomegranate|apple,orange|pomegranate|apple,False,0.980000000000,0.980000000000,0.000000000000,0
5,221,chickpea,P,absolute,0.000000000000,68.000000000000,68.000000000000,False,chickpea,chickpea,1.000000000000,1.000000000000,chickpea|apple|banana,chickpea|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
6,28,rice,P,absolute,0.000000000000,49.000000000000,49.000000000000,False,rice,rice,0.990000000000,0.990000000000,rice|jute|apple,rice|jute|apple,False,0.980000000000,0.980000000000,0.000000000000,0
7,701,blackgram,P,absolute,0.000000000000,62.000000000000,62.000000000000,False,blackgram,blackgram,0.970000000000,0.970000000000,blackgram|lentil|apple,blackgram|lentil|apple,False,0.940000000000,0.940000000000,0.000000000000,0
8,1097,banana,P,absolute,0.000000000000,71.000000000000,71.000000000000,False,banana,banana,1.000000000000,1.000000000000,banana|apple|blackgram,banana|apple|blackgram,False,1.000000000000,1.000000000000,0.000000000000,0
9,1638,orange,P,absolute,0.000000000000,5.000000000000,5.000000000000,False,orange,orange,1.000000000000,1.000000000000,orange|apple|banana,orange|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
10,1391,watermelon,P,absolute,0.000000000000,10.000000000000,10.000000000000,False,watermelon,watermelon,1.000000000000,1.000000000000,watermelon|apple|banana,watermelon|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
11,901,pomegranate,P,absolute,0.000000000000,18.000000000000,18.000000000000,False,pomegranate,pomegranate,1.000000000000,1.000000000000,pomegranate|apple|banana,pomegranate|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
12,1386,watermelon,P,absolute,0.000000000000,7.000000000000,7.000000000000,False,watermelon,watermelon,1.000000000000,1.000000000000,watermelon|apple|banana,watermelon|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
13,171,maize,P,absolute,0.000000000000,48.000000000000,48.000000000000,False,maize,maize,1.000000000000,1.000000000000,maize|apple|banana,maize|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
14,544,mothbeans,P,absolute,0.000000000000,48.000000000000,48.000000000000,False,mothbeans,mothbeans,0.810000000000,0.810000000000,mothbeans|blackgram|pigeonpeas,mothbeans|blackgram|pigeonpeas,False,0.740000000000,0.740000000000,0.000000000000,0
15,1264,grapes,P,absolute,0.000000000000,140.000000000000,140.000000000000,False,grapes,grapes,1.000000000000,1.000000000000,grapes|apple|banana,grapes|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
16,1220,grapes,P,absolute,0.000000000000,145.000000000000,145.000000000000,False,grapes,grapes,1.000000000000,1.000000000000,grapes|apple|banana,grapes|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
17,1154,mango,P,absolute,0.000000000000,26.000000000000,26.000000000000,False,mango,mango,1.000000000000,1.000000000000,mango|apple|banana,mango|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
18,1131,mango,P,absolute,0.000000000000,29.000000000000,29.000000000000,False,mango,mango,0.980000000000,0.980000000000,mango|mothbeans|papaya,mango|mothbeans|papaya,False,0.970000000000,0.970000000000,0.000000000000,0
19,1514,apple,P,absolute,0.000000000000,133.000000000000,133.000000000000,False,apple,apple,1.000000000000,1.000000000000,apple|banana|blackgram,apple|banana|blackgram,False,1.000000000000,1.000000000000,0.000000000000,0
20,795,blackgram,P,absolute,0.000000000000,73.000000000000,73.000000000000,False,blackgram,blackgram,0.990000000000,0.990000000000,blackgram|lentil|apple,blackgram|lentil|apple,False,0.980000000000,0.980000000000,0.000000000000,0
21,1502,apple,P,absolute,0.000000000000,128.000000000000,128.000000000000,False,apple,apple,1.000000000000,1.000000000000,apple|banana|blackgram,apple|banana|blackgram,False,1.000000000000,1.000000000000,0.000000000000,0
22,585,mothbeans,P,absolute,0.000000000000,40.000000000000,40.000000000000,False,mothbeans,mothbeans,0.790000000000,0.790000000000,mothbeans|lentil|blackgram,mothbeans|lentil|blackgram,False,0.610000000000,0.610000000000,0.000000000000,0
23,387,kidneybeans,P,absolute,0.000000000000,69.000000000000,69.000000000000,False,kidneybeans,kidneybeans,0.990000000000,0.990000000000,kidneybeans|pigeonpeas|apple,kidneybeans|pigeonpeas|apple,False,0.980000000000,0.980000000000,0.000000000000,0
24,1591,apple,P,absolute,0.000000000000,140.000000000000,140.000000000000,False,apple,apple,0.980000000000,0.980000000000,apple|grapes|banana,apple|grapes|banana,False,0.960000000000,0.960000000000,0.000000000000,0
25,2003,jute,P,absolute,0.000000000000,40.000000000000,40.000000000000,False,jute,jute,0.980000000000,0.980000000000,jute|rice|watermelon,jute|rice|watermelon,False,0.970000000000,0.970000000000,0.000000000000,0
26,505,mothbeans,P,absolute,0.000000000000,43.000000000000,43.000000000000,False,mothbeans,mothbeans,0.890000000000,0.890000000000,mothbeans|blackgram|pigeonpeas,mothbeans|blackgram|pigeonpeas,False,0.840000000000,0.840000000000,0.000000000000,0
27,1342,watermelon,P,absolute,0.000000000000,6.000000000000,6.000000000000,False,watermelon,watermelon,1.000000000000,1.000000000000,watermelon|apple|banana,watermelon|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
28,0,rice,P,absolute,0.000000000000,42.000000000000,42.000000000000,False,rice,rice,0.900000000000,0.900000000000,rice|jute|apple,rice|jute|apple,False,0.800000000000,0.800000000000,0.000000000000,0
29,2106,coffee,P,absolute,0.000000000000,31.000000000000,31.000000000000,False,coffee,coffee,1.000000000000,1.000000000000,coffee|apple|banana,coffee|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
30,1102,mango,P,absolute,0.000000000000,26.000000000000,26.000000000000,False,mango,mango,0.920000000000,0.920000000000,mango|coconut|coffee,mango|coconut|coffee,False,0.900000000000,0.900000000000,0.000000000000,0
31,2086,jute,P,absolute,0.000000000000,41.000000000000,41.000000000000,False,jute,jute,0.930000000000,0.930000000000,jute|rice|banana,jute|rice|banana,False,0.870000000000,0.870000000000,0.000000000000,0
32,1036,banana,P,absolute,0.000000000000,79.000000000000,79.000000000000,False,banana,banana,1.000000000000,1.000000000000,banana|apple|blackgram,banana|apple|blackgram,False,1.000000000000,1.000000000000,0.000000000000,0
33,2167,coffee,P,absolute,0.000000000000,28.000000000000,28.000000000000,False,coffee,coffee,1.000000000000,1.000000000000,coffee|apple|banana,coffee|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
34,2050,jute,P,absolute,0.000000000000,56.000000000000,56.000000000000,False,jute,jute,0.990000000000,0.990000000000,jute|rice|apple,jute|rice|apple,False,0.980000000000,0.980000000000,0.000000000000,0
35,737,blackgram,P,absolute,0.000000000000,60.000000000000,60.000000000000,False,blackgram,blackgram,0.910000000000,0.910000000000,blackgram|maize|lentil,blackgram|maize|lentil,False,0.830000000000,0.830000000000,0.000000000000,0
36,1298,grapes,P,absolute,0.000000000000,124.000000000000,124.000000000000,False,grapes,grapes,1.000000000000,1.000000000000,grapes|apple|banana,grapes|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
37,1200,grapes,P,absolute,0.000000000000,130.000000000000,130.000000000000,False,grapes,grapes,1.000000000000,1.000000000000,grapes|apple|banana,grapes|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
38,731,blackgram,P,absolute,0.000000000000,65.000000000000,65.000000000000,False,blackgram,blackgram,0.990000000000,0.990000000000,blackgram|mothbeans|apple,blackgram|mothbeans|apple,False,0.980000000000,0.980000000000,0.000000000000,0
39,2042,jute,P,absolute,0.000000000000,52.000000000000,52.000000000000,False,jute,jute,0.930000000000,0.930000000000,jute|rice|papaya,jute|rice|papaya,False,0.890000000000,0.890000000000,0.000000000000,0
40,1829,coconut,P,absolute,0.000000000000,14.000000000000,14.000000000000,False,coconut,coconut,1.000000000000,1.000000000000,coconut|apple|banana,coconut|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
41,1716,papaya,P,absolute,0.000000000000,55.000000000000,55.000000000000,False,papaya,papaya,0.990000000000,0.990000000000,papaya|grapes|apple,papaya|grapes|apple,False,0.980000000000,0.980000000000,0.000000000000,0
42,1156,mango,P,absolute,0.000000000000,18.000000000000,18.000000000000,False,mango,mango,1.000000000000,1.000000000000,mango|apple|banana,mango|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
43,185,maize,P,absolute,0.000000000000,38.000000000000,38.000000000000,False,maize,maize,0.970000000000,0.970000000000,maize|mothbeans|coffee,maize|mothbeans|coffee,False,0.950000000000,0.950000000000,0.000000000000,0
44,861,lentil,P,absolute,0.000000000000,79.000000000000,79.000000000000,False,lentil,lentil,0.980000000000,0.980000000000,lentil|blackgram|apple,lentil|blackgram|apple,False,0.960000000000,0.960000000000,0.000000000000,0
45,2022,jute,P,absolute,0.000000000000,55.000000000000,55.000000000000,False,jute,jute,0.940000000000,0.940000000000,jute|rice|watermelon,jute|rice|watermelon,False,0.890000000000,0.890000000000,0.000000000000,0
46,1973,cotton,P,absolute,0.000000000000,51.000000000000,51.000000000000,False,cotton,cotton,0.960000000000,0.960000000000,cotton|maize|banana,cotton|maize|banana,False,0.940000000000,0.940000000000,0.000000000000,0
47,850,lentil,P,absolute,0.000000000000,74.000000000000,74.000000000000,False,lentil,lentil,0.900000000000,0.900000000000,lentil|mothbeans|blackgram,lentil|mothbeans|blackgram,False,0.840000000000,0.840000000000,0.000000000000,0
48,203,chickpea,P,absolute,0.000000000000,72.000000000000,72.000000000000,False,chickpea,chickpea,1.000000000000,1.000000000000,chickpea|apple|banana,chickpea|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
49,696,mungbean,P,absolute,0.000000000000,44.000000000000,44.000000000000,False,mungbean,mungbean,1.000000000000,1.000000000000,mungbean|apple|banana,mungbean|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
50,1737,papaya,P,absolute,0.000000000000,62.000000000000,62.000000000000,False,papaya,papaya,0.930000000000,0.930000000000,papaya|rice|apple,papaya|rice|apple,False,0.860000000000,0.860000000000,0.000000000000,0
51,961,pomegranate,P,absolute,0.000000000000,30.000000000000,30.000000000000,False,pomegranate,pomegranate,0.990000000000,0.990000000000,pomegranate|orange|apple,pomegranate|orange|apple,False,0.980000000000,0.980000000000,0.000000000000,0
52,405,pigeonpeas,P,absolute,0.000000000000,75.000000000000,75.000000000000,False,pigeonpeas,pigeonpeas,0.920000000000,0.920000000000,pigeonpeas|mango|coconut,pigeonpeas|mango|coconut,False,0.850000000000,0.850000000000,0.000000000000,0
53,1392,watermelon,P,absolute,0.000000000000,22.000000000000,22.000000000000,False,watermelon,watermelon,1.000000000000,1.000000000000,watermelon|apple|banana,watermelon|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
54,1158,mango,P,absolute,0.000000000000,34.000000000000,34.000000000000,False,mango,mango,0.980000000000,0.980000000000,mango|mothbeans|orange,mango|mothbeans|orange,False,0.970000000000,0.970000000000,0.000000000000,0
55,768,blackgram,P,absolute,0.000000000000,57.000000000000,57.000000000000,False,blackgram,blackgram,0.680000000000,0.680000000000,blackgram|mothbeans|lentil,blackgram|mothbeans|lentil,False,0.440000000000,0.440000000000,0.000000000000,0
56,1763,papaya,P,absolute,0.000000000000,65.000000000000,65.000000000000,False,papaya,papaya,0.990000000000,0.990000000000,papaya|banana|apple,papaya|banana|apple,False,0.980000000000,0.980000000000,0.000000000000,0
57,1798,papaya,P,absolute,0.000000000000,59.000000000000,59.000000000000,False,papaya,papaya,1.000000000000,1.000000000000,papaya|apple|banana,papaya|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
58,2173,coffee,P,absolute,0.000000000000,30.000000000000,30.000000000000,False,coffee,coffee,0.980000000000,0.980000000000,coffee|coconut|apple,coffee|coconut|apple,False,0.960000000000,0.960000000000,0.000000000000,0
59,825,lentil,P,absolute,0.000000000000,66.000000000000,66.000000000000,False,lentil,lentil,0.990000000000,0.990000000000,lentil|blackgram|apple,lentil|blackgram|apple,False,0.980000000000,0.980000000000,0.000000000000,0
60,813,lentil,P,absolute,0.000000000000,80.000000000000,80.000000000000,False,lentil,lentil,0.820000000000,0.820000000000,lentil|mothbeans|blackgram,lentil|mothbeans|blackgram,False,0.710000000000,0.710000000000,0.000000000000,0
61,539,mothbeans,P,absolute,0.000000000000,49.000000000000,49.000000000000,False,mothbeans,mothbeans,0.960000000000,0.960000000000,mothbeans|lentil|pigeonpeas,mothbeans|lentil|pigeonpeas,False,0.930000000000,0.930000000000,0.000000000000,0
62,2157,coffee,P,absolute,0.000000000000,31.000000000000,31.000000000000,False,coffee,coffee,1.000000000000,1.000000000000,coffee|apple|banana,coffee|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
63,1032,banana,P,absolute,0.000000000000,74.000000000000,74.000000000000,False,banana,banana,0.970000000000,0.970000000000,banana|jute|apple,banana|jute|apple,False,0.940000000000,0.940000000000,0.000000000000,0
64,1707,papaya,P,absolute,0.000000000000,65.000000000000,65.000000000000,False,papaya,papaya,0.930000000000,0.930000000000,papaya|pomegranate|pigeonpeas,papaya|pomegranate|pigeonpeas,False,0.900000000000,0.900000000000,0.000000000000,0
65,54,rice,P,absolute,0.000000000000,52.000000000000,52.000000000000,False,rice,rice,0.980000000000,0.980000000000,rice|jute|apple,rice|jute|apple,False,0.960000000000,0.960000000000,0.000000000000,0
66,1630,orange,P,absolute,0.000000000000,25.000000000000,25.000000000000,False,orange,orange,0.980000000000,0.980000000000,orange|mango|pomegranate,orange|mango|pomegranate,False,0.970000000000,0.970000000000,0.000000000000,0
67,1818,coconut,P,absolute,0.000000000000,11.000000000000,11.000000000000,False,coconut,coconut,1.000000000000,1.000000000000,coconut|apple|banana,coconut|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
69,920,pomegranate,P,absolute,0.000000000000,8.000000000000,8.000000000000,False,pomegranate,pomegranate,0.970000000000,0.970000000000,pomegranate|orange|apple,pomegranate|orange|apple,False,0.940000000000,0.940000000000,0.000000000000,0
70,1033,banana,P,absolute,0.000000000000,71.000000000000,71.000000000000,False,banana,banana,1.000000000000,1.000000000000,banana|apple|blackgram,banana|apple|blackgram,False,1.000000000000,1.000000000000,0.000000000000,0
71,1458,muskmelon,P,absolute,0.000000000000,9.000000000000,9.000000000000,False,muskmelon,muskmelon,1.000000000000,1.000000000000,muskmelon|apple|banana,muskmelon|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
72,1369,watermelon,P,absolute,0.000000000000,19.000000000000,19.000000000000,False,watermelon,watermelon,1.000000000000,1.000000000000,watermelon|apple|banana,watermelon|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
73,859,lentil,P,absolute,0.000000000000,75.000000000000,75.000000000000,False,lentil,lentil,1.000000000000,1.000000000000,lentil|apple|banana,lentil|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
75,1854,coconut,P,absolute,0.000000000000,29.000000000000,29.000000000000,False,coconut,coconut,1.000000000000,1.000000000000,coconut|apple|banana,coconut|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
76,575,mothbeans,P,absolute,0.000000000000,59.000000000000,59.000000000000,False,mothbeans,mothbeans,0.900000000000,0.900000000000,mothbeans|lentil|mungbean,mothbeans|lentil|mungbean,False,0.820000000000,0.820000000000,0.000000000000,0
77,606,mungbean,P,absolute,0.000000000000,59.000000000000,59.000000000000,False,mungbean,mungbean,0.980000000000,0.980000000000,mungbean|blackgram|apple,mungbean|blackgram|apple,False,0.960000000000,0.960000000000,0.000000000000,0
78,614,mungbean,P,absolute,0.000000000000,38.000000000000,38.000000000000,False,mungbean,mungbean,0.970000000000,0.970000000000,mungbean|mothbeans|orange,mungbean|mothbeans|orange,False,0.950000000000,0.950000000000,0.000000000000,0
80,2182,coffee,P,absolute,0.000000000000,33.000000000000,33.000000000000,False,coffee,coffee,0.990000000000,0.990000000000,coffee|coconut|apple,coffee|coconut|apple,False,0.980000000000,0.980000000000,0.000000000000,0
82,1473,muskmelon,P,absolute,0.000000000000,5.000000000000,5.000000000000,False,muskmelon,muskmelon,1.000000000000,1.000000000000,muskmelon|apple|banana,muskmelon|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
83,303,kidneybeans,P,absolute,0.000000000000,64.000000000000,64.000000000000,False,kidneybeans,kidneybeans,0.950000000000,0.950000000000,kidneybeans|chickpea|pigeonpeas,kidneybeans|chickpea|pigeonpeas,False,0.910000000000,0.910000000000,0.000000000000,0
85,937,pomegranate,P,absolute,0.000000000000,24.000000000000,24.000000000000,False,pomegranate,pomegranate,0.910000000000,0.910000000000,pomegranate|papaya|orange,pomegranate|papaya|orange,False,0.870000000000,0.870000000000,0.000000000000,0
86,1697,orange,P,absolute,0.000000000000,7.000000000000,7.000000000000,False,orange,orange,0.980000000000,0.980000000000,orange|mango|pomegranate,orange|mango|pomegranate,False,0.970000000000,0.970000000000,0.000000000000,0
87,1987,cotton,P,absolute,0.000000000000,43.000000000000,43.000000000000,False,cotton,cotton,1.000000000000,1.000000000000,cotton|apple|banana,cotton|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
88,1851,coconut,P,absolute,0.000000000000,19.000000000000,19.000000000000,False,coconut,coconut,0.990000000000,0.990000000000,coconut|coffee|apple,coconut|coffee|apple,False,0.980000000000,0.980000000000,0.000000000000,0
91,613,mungbean,P,absolute,0.000000000000,46.000000000000,46.000000000000,False,mungbean,mungbean,1.000000000000,1.000000000000,mungbean|apple|banana,mungbean|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
93,1960,cotton,P,absolute,0.000000000000,60.000000000000,60.000000000000,False,cotton,cotton,1.000000000000,1.000000000000,cotton|apple|banana,cotton|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
95,1225,grapes,P,absolute,0.000000000000,140.000000000000,140.000000000000,False,grapes,grapes,1.000000000000,1.000000000000,grapes|apple|banana,grapes|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
96,1988,cotton,P,absolute,0.000000000000,37.000000000000,37.000000000000,False,cotton,cotton,1.000000000000,1.000000000000,cotton|apple|banana,cotton|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
97,227,chickpea,P,absolute,0.000000000000,60.000000000000,60.000000000000,False,chickpea,chickpea,0.940000000000,0.940000000000,chickpea|kidneybeans|coffee,chickpea|kidneybeans|coffee,False,0.910000000000,0.910000000000,0.000000000000,0
100,1499,muskmelon,P,absolute,0.000000000000,16.000000000000,16.000000000000,False,muskmelon,muskmelon,1.000000000000,1.000000000000,muskmelon|apple|banana,muskmelon|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
101,989,pomegranate,P,absolute,0.000000000000,26.000000000000,26.000000000000,False,pomegranate,pomegranate,0.990000000000,0.990000000000,pomegranate|orange|apple,pomegranate|orange|apple,False,0.980000000000,0.980000000000,0.000000000000,0
103,497,pigeonpeas,P,absolute,0.000000000000,60.000000000000,60.000000000000,False,pigeonpeas,pigeonpeas,0.980000000000,0.980000000000,pigeonpeas|blackgram|papaya,pigeonpeas|blackgram|papaya,False,0.970000000000,0.970000000000,0.000000000000,0
104,472,pigeonpeas,P,absolute,0.000000000000,68.000000000000,68.000000000000,False,pigeonpeas,pigeonpeas,0.940000000000,0.940000000000,pigeonpeas|lentil|mothbeans,pigeonpeas|lentil|mothbeans,False,0.900000000000,0.900000000000,0.000000000000,0
106,323,kidneybeans,P,absolute,0.000000000000,64.000000000000,64.000000000000,False,kidneybeans,kidneybeans,0.990000000000,0.990000000000,kidneybeans|chickpea|apple,kidneybeans|chickpea|apple,False,0.980000000000,0.980000000000,0.000000000000,0
108,44,rice,P,absolute,0.000000000000,52.000000000000,52.000000000000,False,rice,rice,0.900000000000,0.900000000000,rice|jute|papaya,rice|jute|papaya,False,0.830000000000,0.830000000000,0.000000000000,0
109,84,rice,P,absolute,0.000000000000,58.000000000000,58.000000000000,False,rice,rice,1.000000000000,1.000000000000,rice|apple|banana,rice|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
110,1551,apple,P,absolute,0.000000000000,139.000000000000,139.000000000000,False,apple,apple,1.000000000000,1.000000000000,apple|banana|blackgram,apple|banana|blackgram,False,1.000000000000,1.000000000000,0.000000000000,0
111,647,mungbean,P,absolute,0.000000000000,48.000000000000,48.000000000000,False,mungbean,mungbean,1.000000000000,1.000000000000,mungbean|apple|banana,mungbean|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
115,1456,muskmelon,P,absolute,0.000000000000,12.000000000000,12.000000000000,False,muskmelon,muskmelon,1.000000000000,1.000000000000,muskmelon|apple|banana,muskmelon|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
121,250,chickpea,P,absolute,0.000000000000,79.000000000000,79.000000000000,False,chickpea,chickpea,1.000000000000,1.000000000000,chickpea|apple|banana,chickpea|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
122,199,maize,P,absolute,0.000000000000,57.000000000000,57.000000000000,False,maize,maize,0.940000000000,0.940000000000,maize|coffee|blackgram,maize|coffee|blackgram,False,0.920000000000,0.920000000000,0.000000000000,0
124,110,maize,P,absolute,0.000000000000,44.000000000000,44.000000000000,False,maize,maize,0.970000000000,0.970000000000,maize|cotton|mungbean,maize|cotton|mungbean,False,0.960000000000,0.960000000000,0.000000000000,0
128,1859,coconut,P,absolute,0.000000000000,10.000000000000,10.000000000000,False,coconut,coconut,1.000000000000,1.000000000000,coconut|apple|banana,coconut|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
131,226,chickpea,P,absolute,0.000000000000,65.000000000000,65.000000000000,False,chickpea,chickpea,0.920000000000,0.920000000000,chickpea|kidneybeans|apple,chickpea|kidneybeans|apple,False,0.840000000000,0.840000000000,0.000000000000,0
136,1552,apple,P,absolute,0.000000000000,123.000000000000,123.000000000000,False,apple,apple,1.000000000000,1.000000000000,apple|banana|blackgram,apple|banana|blackgram,False,1.000000000000,1.000000000000,0.000000000000,0
148,461,pigeonpeas,P,absolute,0.000000000000,77.000000000000,77.000000000000,False,pigeonpeas,pigeonpeas,0.990000000000,0.990000000000,pigeonpeas|lentil|apple,pigeonpeas|lentil|apple,False,0.980000000000,0.980000000000,0.000000000000,0
156,474,pigeonpeas,P,absolute,0.000000000000,59.000000000000,59.000000000000,False,pigeonpeas,pigeonpeas,0.970000000000,0.970000000000,pigeonpeas|coffee|kidneybeans,pigeonpeas|coffee|kidneybeans,False,0.960000000000,0.960000000000,0.000000000000,0
157,1419,muskmelon,P,absolute,0.000000000000,14.000000000000,14.000000000000,False,muskmelon,muskmelon,1.000000000000,1.000000000000,muskmelon|apple|banana,muskmelon|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
164,305,kidneybeans,P,absolute,0.000000000000,65.000000000000,65.000000000000,False,kidneybeans,kidneybeans,0.990000000000,0.990000000000,kidneybeans|pigeonpeas|apple,kidneybeans|pigeonpeas|apple,False,0.980000000000,0.980000000000,0.000000000000,0
189,361,kidneybeans,P,absolute,0.000000000000,67.000000000000,67.000000000000,False,kidneybeans,kidneybeans,1.000000000000,1.000000000000,kidneybeans|apple|banana,kidneybeans|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
0,1609,orange,P,absolute,5.000000000000,23.000000000000,28.000000000000,False,orange,orange,0.970000000000,0.950000000000,orange|pomegranate|apple,orange|pomegranate|apple,False,0.940000000000,0.900000000000,0.020000000000,0
1,1072,banana,P,absolute,5.000000000000,79.000000000000,84.000000000000,False,banana,banana,0.930000000000,0.930000000000,banana|papaya|cotton,banana|papaya|cotton,False,0.890000000000,0.890000000000,0.000000000000,0
2,1912,cotton,P,absolute,5.000000000000,38.000000000000,43.000000000000,False,cotton,cotton,1.000000000000,1.000000000000,cotton|apple|banana,cotton|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
3,100,maize,P,absolute,5.000000000000,54.000000000000,59.000000000000,False,maize,maize,0.990000000000,0.990000000000,maize|mothbeans|apple,maize|cotton|apple,False,0.980000000000,0.980000000000,0.000000000000,0
4,1645,orange,P,absolute,5.000000000000,22.000000000000,27.000000000000,False,orange,orange,0.990000000000,0.980000000000,orange|pomegranate|apple,orange|pomegranate|apple,False,0.980000000000,0.960000000000,0.010000000000,0
5,221,chickpea,P,absolute,5.000000000000,68.000000000000,73.000000000000,False,chickpea,chickpea,1.000000000000,1.000000000000,chickpea|apple|banana,chickpea|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
6,28,rice,P,absolute,5.000000000000,49.000000000000,54.000000000000,False,rice,rice,0.990000000000,1.000000000000,rice|jute|apple,rice|apple|banana,False,0.980000000000,1.000000000000,0.010000000000,0
7,701,blackgram,P,absolute,5.000000000000,62.000000000000,67.000000000000,False,blackgram,blackgram,0.970000000000,0.960000000000,blackgram|lentil|apple,blackgram|lentil|apple,False,0.940000000000,0.920000000000,0.010000000000,0
8,1097,banana,P,absolute,5.000000000000,71.000000000000,76.000000000000,False,banana,banana,1.000000000000,1.000000000000,banana|apple|blackgram,banana|apple|blackgram,False,1.000000000000,1.000000000000,0.000000000000,0
9,1638,orange,P,absolute,5.000000000000,5.000000000000,10.000000000000,False,orange,orange,1.000000000000,1.000000000000,orange|apple|banana,orange|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
10,1391,watermelon,P,absolute,5.000000000000,10.000000000000,15.000000000000,False,watermelon,watermelon,1.000000000000,1.000000000000,watermelon|apple|banana,watermelon|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
11,901,pomegranate,P,absolute,5.000000000000,18.000000000000,23.000000000000,False,pomegranate,pomegranate,1.000000000000,1.000000000000,pomegranate|apple|banana,pomegranate|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
12,1386,watermelon,P,absolute,5.000000000000,7.000000000000,12.000000000000,False,watermelon,watermelon,1.000000000000,1.000000000000,watermelon|apple|banana,watermelon|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
13,171,maize,P,absolute,5.000000000000,48.000000000000,53.000000000000,False,maize,maize,1.000000000000,1.000000000000,maize|apple|banana,maize|apple|banana,False,1.000000000000,1.000000000000,0.000000000000,0
14,544,mothbeans,P,absolute,5.000000000000,48.000000000000,53.000000000000,False,mothbeans,mothbeans,0.810000000000,0.800000000000,mothbeans|blackgram|pigeonpeas,mothbeans|blackgram|maize,False,0.740000000000,0.730000000000,0.010000000000,0
